vibration_rms,vibration_peak,temperature_c,motor_current_a,load_pct,hours_since_service,target
0.9281068222927522,1.7548710100978666,44.997535961453046,7.056783313243485,38.17386594467561,31.58601326666411,0
2.1379107643816346,3.2504952553415,44.92203422549379,7.071043301674653,59.27886762489454,294.15243526528326,1
1.7774503735638036,2.965494079875746,38.343849002697304,6.258651231377649,77.37953643759658,126.02642863372812,0
2.156521369658326,3.5813763853681295,41.02290930213012,10.042903625403405,49.80303862194006,112.96106198777271,1
0.693942354417143,1.9681442639363125,39.760997178359816,5.911657697912691,53.69150129916941,189.3596424459442,0
1.2418219450056784,2.442169147926364,39.93080946428451,6.255064387060395,50.26408930969459,130.0483732390813,0
0.8507755627510416,2.6724944845685403,43.17527798028259,6.035725455017066,52.64774072048689,141.6836049230203,0
0.8395016444595769,1.201767117142882,36.47571151403776,5.854047094836223,35.14101522980666,98.76412058697804,0
1.175621065596117,2.100248343130669,42.73028546069498,4.96815255493225,40.8683779587118,104.15423410034049,0
0.4424595372749982,5.862471599195992,45.55199798618338,7.753465709781979,54.182511006241974,346.2744431586555,0
1.026984819765646,1.6923964744952928,40.76542398946668,6.058435157459729,47.57472371993292,173.462359856432,0
1.1114600348074384,2.705707427180877,38.642982157020484,6.660032129444044,42.90620346470768,229.3925326685986,0
0.8000494250548921,2.159153891695673,42.472003605752484,6.145260644346848,47.72559768979246,175.5419268335165,0
1.024078195336252,1.2590363126892044,43.460191489200895,6.876266258390808,45.17899270149012,139.82051252164533,0
0.9033417231897073,2.090623055328778,36.10759745268898,6.312247004513642,61.14178444753488,104.47091209008423,0
0.9320749917902652,2.130065546015425,43.314126817195245,5.961436077604418,36.135071547278045,191.53973224822917,0
2.446479140895384,5.036318887783431,53.82969115608468,6.348115154800605,47.981377121878715,387.9389832273753,1
2.167376567488985,4.965020358218422,59.18864651447254,8.19061778312862,58.10098890106237,202.5696315532856,1
0.9547401108851666,1.7272230431690885,41.30499999576819,7.002385680383059,34.43459111338854,78.64357973943811,0
0.7713663321747088,2.0274246695279574,37.327198593275206,6.167039281786043,43.03311385766512,72.73045602566273,0
0.8883890732196225,2.122570584822036,42.25216154999442,6.746573996098911,57.934270322329986,127.3484984435411,0
1.0605618082734487,2.4200736242803784,39.69545895447201,5.574231546788087,49.610769835321,115.18989547240483,0
2.241321021796758,4.648586430144869,43.00587744466624,9.720780945001465,63.39665689897221,244.93445454229396,1
2.6318551589368724,4.0469777506093525,55.64234517282896,6.129560394208784,65.55564204546457,443.12805958673147,1
0.8480131702602506,1.907683323900352,44.76353727322804,5.786513302978956,52.37267831204703,117.03915294571763,0
0.8825745415354505,2.184823651361713,44.845846852934095,5.877979970675249,50.49784921967787,138.86767380810286,0
0.8969887931785174,2.2604777594529337,36.41198568379954,7.035712896496811,44.2793603310277,28.060055645008724,0
0.7928319064547562,2.1789776224097817,41.68338543841396,5.855507299806277,53.90128442589961,96.23969410368713,0
2.75104051800942,6.0624584177631045,60.01061531600847,5.124828864893081,63.30353717540416,474.4519141122088,1
0.9718643692206991,2.182363786592428,37.94747812662075,7.019413120505139,44.80139874657652,90.0617866536514,0
3.08741141260076,4.53585735812673,58.651476177228155,7.432169676598875,56.090014372885925,292.2068713220327,1
1.0445051629113873,1.4667640311022394,44.730113809134366,5.8891498685143615,64.21050716151807,106.39599074610499,0
1.283509159434335,1.7928486843359182,45.01322306409843,5.947720428319856,50.919280598583896,112.23663019730859,0
0.956589170766264,1.928202995390454,37.755418085647605,6.3747382781707715,42.64316583016856,149.92544829642142,0
1.0502568913653871,1.4235980582735508,47.07104065743989,5.65314147063153,38.8470268432042,145.21003180568044,0
0.561419813085075,2.4196996815606466,38.828449372615424,6.090194785368964,45.21950506507541,97.33963599358988,0
1.7947887711609947,5.515002312229204,36.45674512798798,7.577433574193971,38.03779702244163,346.2424807160893,1
0.7961178668076349,1.710576523416548,41.90611539505586,6.792180929672206,47.71606352034876,107.34976869137101,0
2.1833511661213865,7.52240724892149,52.52944640416258,9.674014417966355,50.2079955422983,484.61332354879676,1
2.496743109320617,4.235320682347277,58.40931931410263,7.97176468727956,55.31109068761851,399.6753750336119,1
2.7150210419268173,3.9886814660257315,51.63152698937132,7.594505813051825,71.26889336257861,232.65832919201114,1
0.8392174088988563,2.0147391701739354,42.449509414202694,6.464975765677142,56.679085651331704,182.8673708216512,0
2.9101212609053397,4.981549076835063,41.38741061173324,10.902229731161414,70.96499011470797,161.71727950693392,1
1.290531666473977,1.608158483016544,37.663179762985045,6.200020708008207,59.58603411508931,164.0444069192227,1
0.2846141207371141,2.9241851633974036,43.80710469723514,8.812945329259646,77.72715671405012,153.24647625299787,1
1.20986951417576,1.7285887249031908,40.99666462722925,6.7447287331048535,64.16464989278298,106.39464239735905,0
1.064281649289971,2.2084365889077273,44.67994943385424,6.177623517045666,66.31797524854609,184.15060694654886,0
2.6176346842453815,3.218007050038906,45.03442310001312,6.7638920197258905,62.54536445982862,236.16887391034254,1
1.0103731269981708,1.7893312029672768,39.509662456642225,5.734812599723192,60.477759459585265,92.91075172872375,0
0.7854488111253504,1.875889685029133,48.8067772284269,6.421866782446795,56.05353571815948,193.0287301605474,0
1.1312929470634563,1.788048296547346,34.780724443737796,7.28346034900743,39.92696067129372,161.3637409771967,0
0.9475282948146504,2.686635445553704,40.500147176032684,5.93976232359028,40.522856016503745,164.00358360596863,0
1.022803173357829,1.8617044290562355,47.35236717395982,5.752049051616606,40.13625624296739,173.03058534015568,0
